file,line,match
frontend/package-lock.json,4009,"      ""resolved"": ""https://registry.npmjs.org/dom-helpers/-/dom-helpers-5.2.1.tgz"","
frontend/package-lock.json,4019,"      ""resolved"": ""https://registry.npmjs.org/dunder-proto/-/dunder-proto-1.0.1.tgz"","
frontend/package-lock.json,4033,"      ""resolved"": ""https://registry.npmjs.org/eastasianwidth/-/eastasianwidth-0.2.0.tgz"","
frontend/package-lock.json,4039,"      ""resolved"": ""https://registry.npmjs.org/electron-to-chromium/-/electron-to-chromium-1.5.237.tgz"","
frontend/package-lock.json,4046,"      ""resolved"": ""https://registry.npmjs.org/embla-carousel/-/embla-carousel-8.6.0.tgz"","
frontend/package-lock.json,4052,"      ""resolved"": ""https://registry.npmjs.org/embla-carousel-react/-/embla-carousel-react-8.6.0.tgz"","
frontend/package-lock.json,4065,"      ""resolved"": ""https://registry.npmjs.org/embla-carousel-reactive-utils/-/embla-carousel-reactive-utils-8.6.0.tgz"","
frontend/package-lock.json,4074,"      ""resolved"": ""https://registry.npmjs.org/emoji-regex/-/emoji-regex-9.2.2.tgz"","
frontend/package-lock.json,4080,"      ""resolved"": ""https://registry.npmjs.org/es-define-property/-/es-define-property-1.0.1.tgz"","
frontend/package-lock.json,4089,"      ""resolved"": ""https://registry.npmjs.org/es-errors/-/es-errors-1.3.0.tgz"","
frontend/package-lock.json,4098,"      ""resolved"": ""https://registry.npmjs.org/es-object-atoms/-/es-object-atoms-1.1.1.tgz"","
frontend/package-lock.json,4110,"      ""resolved"": ""https://registry.npmjs.org/es-set-tostringtag/-/es-set-tostringtag-2.1.0.tgz"","
frontend/package-lock.json,4125,"      ""resolved"": ""https://registry.npmjs.org/esbuild/-/esbuild-0.25.11.tgz"","
frontend/package-lock.json,4167,"      ""resolved"": ""https://registry.npmjs.org/escalade/-/escalade-3.2.0.tgz"","
frontend/package-lock.json,4177,"      ""resolved"": ""https://registry.npmjs.org/escape-string-regexp/-/escape-string-regexp-4.0.0.tgz"","
frontend/package-lock.json,4185,"        ""url"": ""https://github.com/sponsors/sindresorhus"""
frontend/package-lock.json,4190,"      ""resolved"": ""https://registry.npmjs.org/eslint/-/eslint-9.37.0.tgz"","
frontend/package-lock.json,4238,"        ""url"": ""https://eslint.org/donate"""
frontend/package-lock.json,4251,"      ""resolved"": ""https://registry.npmjs.org/eslint-plugin-react-hooks/-/eslint-plugin-react-hooks-5.2.0.tgz"","
frontend/package-lock.json,4264,"      ""resolved"": ""https://registry.npmjs.org/eslint-plugin-react-refresh/-/eslint-plugin-react-refresh-0.4.24.tgz"","
frontend/package-lock.json,4274,"      ""resolved"": ""https://registry.npmjs.org/eslint-scope/-/eslint-scope-8.4.0.tgz"","
frontend/package-lock.json,4286,"        ""url"": ""https://opencollective.com/eslint"""
frontend/package-lock.json,4291,"      ""resolved"": ""https://registry.npmjs.org/eslint-visitor-keys/-/eslint-visitor-keys-4.2.1.tgz"","
frontend/package-lock.json,4299,"        ""url"": ""https://opencollective.com/eslint"""
frontend/package-lock.json,4304,"      ""resolved"": ""https://registry.npmjs.org/espree/-/espree-10.4.0.tgz"","
frontend/package-lock.json,4317,"        ""url"": ""https://opencollective.com/eslint"""
frontend/package-lock.json,4322,"      ""resolved"": ""https://registry.npmjs.org/esquery/-/esquery-1.6.0.tgz"","
frontend/package-lock.json,4335,"      ""resolved"": ""https://registry.npmjs.org/esrecurse/-/esrecurse-4.3.0.tgz"","
frontend/package-lock.json,4348,"      ""resolved"": ""https://registry.npmjs.org/estraverse/-/estraverse-5.3.0.tgz"","
frontend/package-lock.json,4358,"      ""resolved"": ""https://registry.npmjs.org/esutils/-/esutils-2.0.3.tgz"","
frontend/package-lock.json,4368,"      ""resolved"": ""https://registry.npmjs.org/eventemitter3/-/eventemitter3-4.0.7.tgz"","
frontend/package-lock.json,4374,"      ""resolved"": ""https://registry.npmjs.org/fast-deep-equal/-/fast-deep-equal-3.1.3.tgz"","
frontend/package-lock.json,4381,"      ""resolved"": ""https://registry.npmjs.org/fast-equals/-/fast-equals-5.3.2.tgz"","
frontend/package-lock.json,4390,"      ""resolved"": ""https://registry.npmjs.org/fast-glob/-/fast-glob-3.3.3.tgz"","
frontend/package-lock.json,4406,"      ""resolved"": ""https://registry.npmjs.org/glob-parent/-/glob-parent-5.1.2.tgz"","
frontend/package-lock.json,4418,"      ""resolved"": ""https://registry.npmjs.org/fast-json-stable-stringify/-/fast-json-stable-stringify-2.1.0.tgz"","
frontend/package-lock.json,4425,"      ""resolved"": ""https://registry.npmjs.org/fast-levenshtein/-/fast-levenshtein-2.0.6.tgz"","
frontend/package-lock.json,4432,"      ""resolved"": ""https://registry.npmjs.org/fastq/-/fastq-1.19.1.tgz"","
frontend/package-lock.json,4441,"      ""resolved"": ""https://registry.npmjs.org/file-entry-cache/-/file-entry-cache-8.0.0.tgz"","
frontend/package-lock.json,4454,"      ""resolved"": ""https://registry.npmjs.org/fill-range/-/fill-range-7.1.1.tgz"","
frontend/package-lock.json,4466,"      ""resolved"": ""https://registry.npmjs.org/find-up/-/find-up-5.0.0.tgz"","
frontend/package-lock.json,4478,"        ""url"": ""https://github.com/sponsors/sindresorhus"""
frontend/package-lock.json,4483,"      ""resolved"": ""https://registry.npmjs.org/flat-cache/-/flat-cache-4.0.1.tgz"","
frontend/package-lock.json,4497,"      ""resolved"": ""https://registry.npmjs.org/flatted/-/flatted-3.3.3.tgz"","
frontend/package-lock.json,4504,"      ""resolved"": ""https://registry.npmjs.org/follow-redirects/-/follow-redirects-1.15.11.tgz"","
frontend/package-lock.json,4509,"          ""url"": ""https://github.com/sponsors/RubenVerborgh"""
frontend/package-lock.json,4524,"      ""resolved"": ""https://registry.npmjs.org/foreground-child/-/foreground-child-3.3.1.tgz"","
frontend/package-lock.json,4535,"        ""url"": ""https://github.com/sponsors/isaacs"""
frontend/package-lock.json,4540,"      ""resolved"": ""https://registry.npmjs.org/form-data/-/form-data-4.0.4.tgz"","
frontend/package-lock.json,4556,"      ""resolved"": ""https://registry.npmjs.org/fraction.js/-/fraction.js-4.3.7.tgz"","
frontend/package-lock.json,4565,"        ""url"": ""https://github.com/sponsors/rawify"""
frontend/package-lock.json,4570,"      ""resolved"": ""https://registry.npmjs.org/fsevents/-/fsevents-2.3.3.tgz"","
frontend/package-lock.json,4584,"      ""resolved"": ""https://registry.npmjs.org/function-bind/-/function-bind-1.1.2.tgz"","
frontend/package-lock.json,4588,"        ""url"": ""https://github.com/sponsors/ljharb"""
frontend/package-lock.json,4593,"      ""resolved"": ""https://registry.npmjs.org/gensync/-/gensync-1.0.0-beta.2.tgz"","
frontend/package-lock.json,4603,"      ""resolved"": ""https://registry.npmjs.org/get-intrinsic/-/get-intrinsic-1.3.0.tgz"","
frontend/package-lock.json,4622,"        ""url"": ""https://github.com/sponsors/ljharb"""
frontend/package-lock.json,4627,"      ""resolved"": ""https://registry.npmjs.org/get-nonce/-/get-nonce-1.0.1.tgz"","
frontend/package-lock.json,4636,"      ""resolved"": ""https://registry.npmjs.org/get-proto/-/get-proto-1.0.1.tgz"","
frontend/package-lock.json,4649,"      ""resolved"": ""https://registry.npmjs.org/glob/-/glob-10.4.5.tgz"","
frontend/package-lock.json,4664,"        ""url"": ""https://github.com/sponsors/isaacs"""
frontend/package-lock.json,4669,"      ""resolved"": ""https://registry.npmjs.org/glob-parent/-/glob-parent-6.0.2.tgz"","
frontend/package-lock.json,4681,"      ""resolved"": ""https://registry.npmjs.org/brace-expansion/-/brace-expansion-2.0.2.tgz"","
frontend/package-lock.json,4690,"      ""resolved"": ""https://registry.npmjs.org/minimatch/-/minimatch-9.0.5.tgz"","
frontend/package-lock.json,4700,"        ""url"": ""https://github.com/sponsors/isaacs"""
frontend/package-lock.json,4705,"      ""resolved"": ""https://registry.npmjs.org/globals/-/globals-15.15.0.tgz"","
frontend/package-lock.json,4713,"        ""url"": ""https://github.com/sponsors/sindresorhus"""
frontend/package-lock.json,4718,"      ""resolved"": ""https://registry.npmjs.org/gopd/-/gopd-1.2.0.tgz"","
frontend/package-lock.json,4725,"        ""url"": ""https://github.com/sponsors/ljharb"""
frontend/package-lock.json,4730,"      ""resolved"": ""https://registry.npmjs.org/graphemer/-/graphemer-1.4.0.tgz"","
frontend/package-lock.json,4737,"      ""resolved"": ""https://registry.npmjs.org/has-flag/-/has-flag-4.0.0.tgz"","
frontend/package-lock.json,4747,"      ""resolved"": ""https://registry.npmjs.org/has-symbols/-/has-symbols-1.1.0.tgz"","
frontend/package-lock.json,4754,"        ""url"": ""https://github.com/sponsors/ljharb"""
frontend/package-lock.json,4759,"      ""resolved"": ""https://registry.npmjs.org/has-tostringtag/-/has-tostringtag-1.0.2.tgz"","
frontend/package-lock.json,4769,"        ""url"": ""https://github.com/sponsors/ljharb"""
frontend/package-lock.json,4774,"      ""resolved"": ""https://registry.npmjs.org/hasown/-/hasown-2.0.2.tgz"","
frontend/package-lock.json,4786,"      ""resolved"": ""https://registry.npmjs.org/ignore/-/ignore-5.3.2.tgz"","
frontend/package-lock.json,4796,"      ""resolved"": ""https://registry.npmjs.org/import-fresh/-/import-fresh-3.3.1.tgz"","
frontend/package-lock.json,4808,"        ""url"": ""https://github.com/sponsors/sindresorhus"""
frontend/package-lock.json,4813,"      ""resolved"": ""https://registry.npmjs.org/imurmurhash/-/imurmurhash-0.1.4.tgz"","
frontend/package-lock.json,4823,"      ""resolved"": ""https://registry.npmjs.org/input-otp/-/input-otp-1.4.2.tgz"","
frontend/package-lock.json,4833,"      ""resolved"": ""https://registry.npmjs.org/internmap/-/internmap-2.0.3.tgz"","
frontend/package-lock.json,4842,"      ""resolved"": ""https://registry.npmjs.org/is-binary-path/-/is-binary-path-2.1.0.tgz"","
frontend/package-lock.json,4854,"      ""resolved"": ""https://registry.npmjs.org/is-core-module/-/is-core-module-2.16.1.tgz"","
frontend/package-lock.json,4864,"        ""url"": ""https://github.com/sponsors/ljharb"""
frontend/package-lock.json,4869,"      ""resolved"": ""https://registry.npmjs.org/is-extglob/-/is-extglob-2.1.1.tgz"","
frontend/package-lock.json,4878,"      ""resolved"": ""https://registry.npmjs.org/is-fullwidth-code-point/-/is-fullwidth-code-point-3.0.0.tgz"","
frontend/package-lock.json,4887,"      ""resolved"": ""https://registry.npmjs.org/is-glob/-/is-glob-4.0.3.tgz"","
frontend/package-lock.json,4899,"      ""resolved"": ""https://registry.npmjs.org/is-number/-/is-number-7.0.0.tgz"","
frontend/package-lock.json,4908,"      ""resolved"": ""https://registry.npmjs.org/isexe/-/isexe-2.0.0.tgz"","
frontend/package-lock.json,4914,"      ""resolved"": ""https://registry.npmjs.org/jackspeak/-/jackspeak-3.4.3.tgz"","
frontend/package-lock.json,4921,"        ""url"": ""https://github.com/sponsors/isaacs"""
frontend/package-lock.json,4929,"      ""resolved"": ""https://registry.npmjs.org/jiti/-/jiti-1.21.7.tgz"","
frontend/package-lock.json,4938,"      ""resolved"": ""https://registry.npmjs.org/js-tokens/-/js-tokens-4.0.0.tgz"","
frontend/package-lock.json,4944,"      ""resolved"": ""https://registry.npmjs.org/js-yaml/-/js-yaml-4.1.0.tgz"","
frontend/package-lock.json,4957,"      ""resolved"": ""https://registry.npmjs.org/jsesc/-/jsesc-3.1.0.tgz"","
frontend/package-lock.json,4970,"      ""resolved"": ""https://registry.npmjs.org/json-buffer/-/json-buffer-3.0.1.tgz"","
frontend/package-lock.json,4977,"      ""resolved"": ""https://registry.npmjs.org/json-schema-traverse/-/json-schema-traverse-0.4.1.tgz"","
frontend/package-lock.json,4984,"      ""resolved"": ""https://registry.npmjs.org/json-stable-stringify-without-jsonify/-/json-stable-stringify-without-jsonify-1.0.1.tgz"","
frontend/package-lock.json,4991,"      ""resolved"": ""https://registry.npmjs.org/json5/-/json5-2.2.3.tgz"","
frontend/package-lock.json,5004,"      ""resolved"": ""https://registry.npmjs.org/keyv/-/keyv-4.5.4.tgz"","
frontend/package-lock.json,5014,"      ""resolved"": ""https://registry.npmjs.org/levn/-/levn-0.4.1.tgz"","
frontend/package-lock.json,5028,"      ""resolved"": ""https://registry.npmjs.org/lilconfig/-/lilconfig-3.1.3.tgz"","
frontend/package-lock.json,5035,"        ""url"": ""https://github.com/sponsors/antonk52"""
frontend/package-lock.json,5040,"      ""resolved"": ""https://registry.npmjs.org/lines-and-columns/-/lines-and-columns-1.2.4.tgz"","
frontend/package-lock.json,5046,"      ""resolved"": ""https://registry.npmjs.org/locate-path/-/locate-path-6.0.0.tgz"","
frontend/package-lock.json,5057,"        ""url"": ""https://github.com/sponsors/sindresorhus"""
frontend/package-lock.json,5062,"      ""resolved"": ""https://registry.npmjs.org/lodash/-/lodash-4.17.21.tgz"","
frontend/package-lock.json,5068,"      ""resolved"": ""https://registry.npmjs.org/lodash.merge/-/lodash.merge-4.6.2.tgz"","
frontend/package-lock.json,5075,"      ""resolved"": ""https://registry.npmjs.org/loose-envify/-/loose-envify-1.4.0.tgz"","
frontend/package-lock.json,5087,"      ""resolved"": ""https://registry.npmjs.org/lru-cache/-/lru-cache-5.1.1.tgz"","
frontend/package-lock.json,5097,"      ""resolved"": ""https://registry.npmjs.org/lucide-react/-/lucide-react-0.364.0.tgz"","
frontend/package-lock.json,5106,"      ""resolved"": ""https://registry.npmjs.org/math-intrinsics/-/math-intrinsics-1.1.0.tgz"","
frontend/package-lock.json,5115,"      ""resolved"": ""https://registry.npmjs.org/merge2/-/merge2-1.4.1.tgz"","
frontend/package-lock.json,5124,"      ""resolved"": ""https://registry.npmjs.org/micromatch/-/micromatch-4.0.8.tgz"","
frontend/package-lock.json,5137,"      ""resolved"": ""https://registry.npmjs.org/mime-db/-/mime-db-1.52.0.tgz"","
frontend/package-lock.json,5146,"      ""resolved"": ""https://registry.npmjs.org/mime-types/-/mime-types-2.1.35.tgz"","
frontend/package-lock.json,5158,"      ""resolved"": ""https://registry.npmjs.org/minimatch/-/minimatch-3.1.2.tgz"","
frontend/package-lock.json,5171,"      ""resolved"": ""https://registry.npmjs.org/minipass/-/minipass-7.1.2.tgz"","
frontend/package-lock.json,5180,"      ""resolved"": ""https://registry.npmjs.org/ms/-/ms-2.1.3.tgz"","
frontend/package-lock.json,5187,"      ""resolved"": ""https://registry.npmjs.org/mz/-/mz-2.7.0.tgz"","
frontend/package-lock.json,5198,"      ""resolved"": ""https://registry.npmjs.org/nanoid/-/nanoid-3.3.11.tgz"","
frontend/package-lock.json,5203,"          ""url"": ""https://github.com/sponsors/ai"""
frontend/package-lock.json,5216,"      ""resolved"": ""https://registry.npmjs.org/natural-compare/-/natural-compare-1.4.0.tgz"","
frontend/package-lock.json,5223,"      ""resolved"": ""https://registry.npmjs.org/next-themes/-/next-themes-0.4.6.tgz"","
frontend/package-lock.json,5233,"      ""resolved"": ""https://registry.npmjs.org/node-releases/-/node-releases-2.0.23.tgz"","
frontend/package-lock.json,5240,"      ""resolved"": ""https://registry.npmjs.org/normalize-path/-/normalize-path-3.0.0.tgz"","
frontend/package-lock.json,5249,"      ""resolved"": ""https://registry.npmjs.org/normalize-range/-/normalize-range-0.1.2.tgz"","
frontend/package-lock.json,5259,"      ""resolved"": ""https://registry.npmjs.org/object-assign/-/object-assign-4.1.1.tgz"","
frontend/package-lock.json,5268,"      ""resolved"": ""https://registry.npmjs.org/object-hash/-/object-hash-3.0.0.tgz"","
frontend/package-lock.json,5277,"      ""resolved"": ""https://registry.npmjs.org/optionator/-/optionator-0.9.4.tgz"","
frontend/package-lock.json,5295,"      ""resolved"": ""https://registry.npmjs.org/p-limit/-/p-limit-3.1.0.tgz"","
frontend/package-lock.json,5306,"        ""url"": ""https://github.com/sponsors/sindresorhus"""
frontend/package-lock.json,5311,"      ""resolved"": ""https://registry.npmjs.org/p-locate/-/p-locate-5.0.0.tgz"","
frontend/package-lock.json,5322,"        ""url"": ""https://github.com/sponsors/sindresorhus"""
frontend/package-lock.json,5327,"      ""resolved"": ""https://registry.npmjs.org/package-json-from-dist/-/package-json-from-dist-1.0.1.tgz"","
frontend/package-lock.json,5333,"      ""resolved"": ""https://registry.npmjs.org/parent-module/-/parent-module-1.0.1.tgz"","
frontend/package-lock.json,5346,"      ""resolved"": ""https://registry.npmjs.org/path-exists/-/path-exists-4.0.0.tgz"","
frontend/package-lock.json,5356,"      ""resolved"": ""https://registry.npmjs.org/path-key/-/path-key-3.1.1.tgz"","
frontend/package-lock.json,5365,"      ""resolved"": ""https://registry.npmjs.org/path-parse/-/path-parse-1.0.7.tgz"","
frontend/package-lock.json,5371,"      ""resolved"": ""https://registry.npmjs.org/path-scurry/-/path-scurry-1.11.1.tgz"","
frontend/package-lock.json,5382,"        ""url"": ""https://github.com/sponsors/isaacs"""
frontend/package-lock.json,5387,"      ""resolved"": ""https://registry.npmjs.org/lru-cache/-/lru-cache-10.4.3.tgz"","
frontend/package-lock.json,5393,"      ""resolved"": ""https://registry.npmjs.org/picocolors/-/picocolors-1.1.1.tgz"","
frontend/package-lock.json,5399,"      ""resolved"": ""https://registry.npmjs.org/picomatch/-/picomatch-2.3.1.tgz"","
frontend/package-lock.json,5406,"        ""url"": ""https://github.com/sponsors/jonschlinkert"""
frontend/package-lock.json,5411,"      ""resolved"": ""https://registry.npmjs.org/pify/-/pify-2.3.0.tgz"","
frontend/package-lock.json,5420,"      ""resolved"": ""https://registry.npmjs.org/pirates/-/pirates-4.0.7.tgz"","
frontend/package-lock.json,5429,"      ""resolved"": ""https://registry.npmjs.org/postcss/-/postcss-8.4.49.tgz"","
frontend/package-lock.json,5434,"          ""url"": ""https://opencollective.com/postcss/"""
frontend/package-lock.json,5438,"          ""url"": ""https://tidelift.com/funding/github/npm/postcss"""
frontend/package-lock.json,5442,"          ""url"": ""https://github.com/sponsors/ai"""
frontend/package-lock.json,5457,"      ""resolved"": ""https://registry.npmjs.org/postcss-import/-/postcss-import-15.1.0.tgz"","
frontend/package-lock.json,5474,"      ""resolved"": ""https://registry.npmjs.org/postcss-js/-/postcss-js-4.1.0.tgz"","
frontend/package-lock.json,5479,"          ""url"": ""https://opencollective.com/postcss/"""
frontend/package-lock.json,5483,"          ""url"": ""https://github.com/sponsors/ai"""
frontend/package-lock.json,5499,"      ""resolved"": ""https://registry.npmjs.org/postcss-load-config/-/postcss-load-config-4.0.2.tgz"","
frontend/package-lock.json,5504,"          ""url"": ""https://opencollective.com/postcss/"""
frontend/package-lock.json,5508,"          ""url"": ""https://github.com/sponsors/ai"""
frontend/package-lock.json,5534,"      ""resolved"": ""https://registry.npmjs.org/postcss-nested/-/postcss-nested-6.2.0.tgz"","
frontend/package-lock.json,5539,"          ""url"": ""https://opencollective.com/postcss/"""
frontend/package-lock.json,5543,"          ""url"": ""https://github.com/sponsors/ai"""
frontend/package-lock.json,5559,"      ""resolved"": ""https://registry.npmjs.org/postcss-selector-parser/-/postcss-selector-parser-6.1.2.tgz"","
frontend/package-lock.json,5572,"      ""resolved"": ""https://registry.npmjs.org/postcss-value-parser/-/postcss-value-parser-4.2.0.tgz"","
frontend/package-lock.json,5578,"      ""resolved"": ""https://registry.npmjs.org/prelude-ls/-/prelude-ls-1.2.1.tgz"","
frontend/package-lock.json,5588,"      ""resolved"": ""https://registry.npmjs.org/prop-types/-/prop-types-15.8.1.tgz"","
frontend/package-lock.json,5599,"      ""resolved"": ""https://registry.npmjs.org/proxy-from-env/-/proxy-from-env-1.1.0.tgz"","
frontend/package-lock.json,5605,"      ""resolved"": ""https://registry.npmjs.org/punycode/-/punycode-2.3.1.tgz"","
frontend/package-lock.json,5615,"      ""resolved"": ""https://registry.npmjs.org/queue-microtask/-/queue-microtask-1.2.3.tgz"","
frontend/package-lock.json,5620,"          ""url"": ""https://github.com/sponsors/feross"""
frontend/package-lock.json,5624,"          ""url"": ""https://www.patreon.com/feross"""
frontend/package-lock.json,5628,"          ""url"": ""https://feross.org/support"""
frontend/package-lock.json,5635,"      ""resolved"": ""https://registry.npmjs.org/react/-/react-18.3.1.tgz"","
frontend/package-lock.json,5647,"      ""resolved"": ""https://registry.npmjs.org/react-day-picker/-/react-day-picker-9.11.1.tgz"","
frontend/package-lock.json,5660,"        ""url"": ""https://github.com/sponsors/gpbl"""
frontend/package-lock.json,5668,"      ""resolved"": ""https://registry.npmjs.org/react-dom/-/react-dom-18.3.1.tgz"","
frontend/package-lock.json,5681,"      ""resolved"": ""https://registry.npmjs.org/react-hook-form/-/react-hook-form-7.65.0.tgz"","
frontend/package-lock.json,5689,"        ""url"": ""https://opencollective.com/react-hook-form"""
frontend/package-lock.json,5697,"      ""resolved"": ""https://registry.npmjs.org/react-is/-/react-is-16.13.1.tgz"","
frontend/package-lock.json,5703,"      ""resolved"": ""https://registry.npmjs.org/react-refresh/-/react-refresh-0.17.0.tgz"","
frontend/package-lock.json,5713,"      ""resolved"": ""https://registry.npmjs.org/react-remove-scroll/-/react-remove-scroll-2.7.1.tgz"","
frontend/package-lock.json,5738,"      ""resolved"": ""https://registry.npmjs.org/react-remove-scroll-bar/-/react-remove-scroll-bar-2.3.8.tgz"","
frontend/package-lock.json,5760,"      ""resolved"": ""https://registry.npmjs.org/react-resizable-panels/-/react-resizable-panels-3.0.6.tgz"","
frontend/package-lock.json,5770,"      ""resolved"": ""https://registry.npmjs.org/react-router/-/react-router-7.9.4.tgz"","
frontend/package-lock.json,5792,"      ""resolved"": ""https://registry.npmjs.org/react-router-dom/-/react-router-dom-7.9.4.tgz"","
frontend/package-lock.json,5808,"      ""resolved"": ""https://registry.npmjs.org/react-smooth/-/react-smooth-4.0.4.tgz"","
frontend/package-lock.json,5823,"      ""resolved"": ""https://registry.npmjs.org/react-style-singleton/-/react-style-singleton-2.2.3.tgz"","
frontend/package-lock.json,5845,"      ""resolved"": ""https://registry.npmjs.org/react-transition-group/-/react-transition-group-4.4.5.tgz"","
frontend/package-lock.json,5861,"      ""resolved"": ""https://registry.npmjs.org/read-cache/-/read-cache-1.0.0.tgz"","
frontend/package-lock.json,5870,"      ""resolved"": ""https://registry.npmjs.org/readdirp/-/readdirp-3.6.0.tgz"","
frontend/package-lock.json,5882,"      ""resolved"": ""https://registry.npmjs.org/recharts/-/recharts-2.15.4.tgz"","
frontend/package-lock.json,5905,"      ""resolved"": ""https://registry.npmjs.org/recharts-scale/-/recharts-scale-0.4.5.tgz"","
frontend/package-lock.json,5914,"      ""resolved"": ""https://registry.npmjs.org/react-is/-/react-is-18.3.1.tgz"","
frontend/package-lock.json,5920,"      ""resolved"": ""https://registry.npmjs.org/resolve/-/resolve-1.22.10.tgz"","
frontend/package-lock.json,5935,"        ""url"": ""https://github.com/sponsors/ljharb"""
frontend/package-lock.json,5940,"      ""resolved"": ""https://registry.npmjs.org/resolve-from/-/resolve-from-4.0.0.tgz"","
frontend/package-lock.json,5950,"      ""resolved"": ""https://registry.npmjs.org/reusify/-/reusify-1.1.0.tgz"","
frontend/package-lock.json,5960,"      ""resolved"": ""https://registry.npmjs.org/rollup/-/rollup-4.52.4.tgz"","
frontend/package-lock.json,6002,"      ""resolved"": ""https://registry.npmjs.org/run-parallel/-/run-parallel-1.2.0.tgz"","
frontend/package-lock.json,6007,"          ""url"": ""https://github.com/sponsors/feross"""
frontend/package-lock.json,6011,"          ""url"": ""https://www.patreon.com/feross"""
frontend/package-lock.json,6015,"          ""url"": ""https://feross.org/support"""
frontend/package-lock.json,6025,"      ""resolved"": ""https://registry.npmjs.org/scheduler/-/scheduler-0.23.2.tgz"","
frontend/package-lock.json,6034,"      ""resolved"": ""https://registry.npmjs.org/semver/-/semver-6.3.1.tgz"","
frontend/package-lock.json,6044,"      ""resolved"": ""https://registry.npmjs.org/set-cookie-parser/-/set-cookie-parser-2.7.1.tgz"","
frontend/package-lock.json,6050,"      ""resolved"": ""https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz"","
frontend/package-lock.json,6062,"      ""resolved"": ""https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz"","
frontend/package-lock.json,6071,"      ""resolved"": ""https://registry.npmjs.org/signal-exit/-/signal-exit-4.1.0.tgz"","
frontend/package-lock.json,6078,"        ""url"": ""https://github.com/sponsors/isaacs"""
frontend/package-lock.json,6083,"      ""resolved"": ""https://registry.npmjs.org/sonner/-/sonner-2.0.7.tgz"","
frontend/package-lock.json,6093,"      ""resolved"": ""https://registry.npmjs.org/source-map-js/-/source-map-js-1.2.1.tgz"","
frontend/package-lock.json,6102,"      ""resolved"": ""https://registry.npmjs.org/string-width/-/string-width-5.1.2.tgz"","
frontend/package-lock.json,6114,"        ""url"": ""https://github.com/sponsors/sindresorhus"""
frontend/package-lock.json,6120,"      ""resolved"": ""https://registry.npmjs.org/string-width/-/string-width-4.2.3.tgz"","
frontend/package-lock.json,6134,"      ""resolved"": ""https://registry.npmjs.org/ansi-regex/-/ansi-regex-5.0.1.tgz"","
frontend/package-lock.json,6143,"      ""resolved"": ""https://registry.npmjs.org/emoji-regex/-/emoji-regex-8.0.0.tgz"","
frontend/package-lock.json,6149,"      ""resolved"": ""https://registry.npmjs.org/strip-ansi/-/strip-ansi-6.0.1.tgz"","
frontend/package-lock.json,6161,"      ""resolved"": ""https://registry.npmjs.org/strip-ansi/-/strip-ansi-7.1.2.tgz"","
frontend/package-lock.json,6171,"        ""url"": ""https://github.com/chalk/strip-ansi?sponsor=1"""
frontend/package-lock.json,6177,"      ""resolved"": ""https://registry.npmjs.org/strip-ansi/-/strip-ansi-6.0.1.tgz"","
frontend/package-lock.json,6189,"      ""resolved"": ""https://registry.npmjs.org/ansi-regex/-/ansi-regex-5.0.1.tgz"","
frontend/package-lock.json,6198,"      ""resolved"": ""https://registry.npmjs.org/strip-json-comments/-/strip-json-comments-3.1.1.tgz"","
frontend/package-lock.json,6206,"        ""url"": ""https://github.com/sponsors/sindresorhus"""
frontend/package-lock.json,6211,"      ""resolved"": ""https://registry.npmjs.org/sucrase/-/sucrase-3.35.0.tgz"","
frontend/package-lock.json,6233,"      ""resolved"": ""https://registry.npmjs.org/supports-color/-/supports-color-7.2.0.tgz"","
frontend/package-lock.json,6246,"      ""resolved"": ""https://registry.npmjs.org/supports-preserve-symlinks-flag/-/supports-preserve-symlinks-flag-1.0.0.tgz"","
frontend/package-lock.json,6253,"        ""url"": ""https://github.com/sponsors/ljharb"""
frontend/package-lock.json,6258,"      ""resolved"": ""https://registry.npmjs.org/tailwind-merge/-/tailwind-merge-3.3.1.tgz"","
frontend/package-lock.json,6263,"        ""url"": ""https://github.com/sponsors/dcastil"""
frontend/package-lock.json,6268,"      ""resolved"": ""https://registry.npmjs.org/tailwindcss/-/tailwindcss-3.4.16.tgz"","
frontend/package-lock.json,6305,"      ""resolved"": ""https://registry.npmjs.org/tailwindcss-animate/-/tailwindcss-animate-1.0.7.tgz"","
frontend/package-lock.json,6314,"      ""resolved"": ""https://registry.npmjs.org/thenify/-/thenify-3.3.1.tgz"","
frontend/package-lock.json,6323,"      ""resolved"": ""https://registry.npmjs.org/thenify-all/-/thenify-all-1.6.0.tgz"","
frontend/package-lock.json,6335,"      ""resolved"": ""https://registry.npmjs.org/tiny-invariant/-/tiny-invariant-1.3.3.tgz"","
frontend/package-lock.json,6341,"      ""resolved"": ""https://registry.npmjs.org/tinyglobby/-/tinyglobby-0.2.15.tgz"","
frontend/package-lock.json,6353,"        ""url"": ""https://github.com/sponsors/SuperchupuDev"""
frontend/package-lock.json,6358,"      ""resolved"": ""https://registry.npmjs.org/fdir/-/fdir-6.5.0.tgz"","
frontend/package-lock.json,6376,"      ""resolved"": ""https://registry.npmjs.org/picomatch/-/picomatch-4.0.3.tgz"","
frontend/package-lock.json,6384,"        ""url"": ""https://github.com/sponsors/jonschlinkert"""
frontend/package-lock.json,6389,"      ""resolved"": ""https://registry.npmjs.org/to-regex-range/-/to-regex-range-5.0.1.tgz"","
